car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_squared,km_per_year,power_per_cc,mileage_per_hp,age_km_interaction,engine_power_interaction,engine_category,brand_group,brand_model
Honda Civic,Honda,Civic,11,56000,Dealer,Petrol,Manual,14.8,1799,130.2,5,360000,121,4666.666666666667,0.07233333333333333,0.1128048780487805,616000,234229.8,Mid,Mass Market,Honda_Civic
Volvo XC,Volvo,XC,7,24000,Dealer,Diesel,Automatic,11.1,2400,200.0,7,2400000,49,3000.0,0.08329862557267805,0.05522388059701493,168000,480000.0,Mid,Luxury,Volvo_XC
Ford Figo,Ford,Figo,10,57349,Dealer,Diesel,Manual,20.0,1399,68.0,5,185000,100,5213.545454545455,0.04857142857142857,0.2898550724637681,573490,95132.0,Small,Mass Market,Ford_Figo
Maruti Baleno,Maruti,Baleno,4,14000,Dealer,Petrol,Manual,21.4,1197,83.1,5,637000,16,2800.0,0.06936560934891485,0.2544589774078478,56000,99470.7,Small,Mass Market,Maruti_Baleno
Audi A6,Audi,A6,9,43000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1325000,81,4300.0,0.08853732859319452,0.10083841898134945,387000,343081.44,Mid,Luxury,Audi_A6
Maruti Ciaz,Maruti,Ciaz,4,58000,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000,16,11600.0,0.0663027656477438,0.2250814332247557,232000,125080.29999999999,Small,Mass Market,Maruti_Ciaz
Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,36,9000.0,0.0657771847898599,0.26104417670682734,378000,147702.8,Small,Mass Market,Honda_City
Maruti Swift Dzire,Maruti,Swift Dzire,5,35000,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000,25,5833.333333333333,0.07161936560934891,0.22004608294930877,175000,102702.59999999999,Small,Mass Market,Maruti_Swift Dzire
Honda CR-V,Honda,CR-V,5,55000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1575000,25,9166.666666666666,0.07957537154989384,0.06369426751592357,275000,441139.60000000003,Mid,Mass Market,Honda_CR-V
Hyundai i20,Hyundai,i20,9,53000,Dealer,Petrol,Manual,17.0,1197,80.0,5,345000,81,5300.0,0.0667779632721202,0.20987654320987653,477000,95760.0,Small,Mass Market,Hyundai_i20
Ford Endeavour,Ford,Endeavour,3,17000,Dealer,Diesel,Automatic,12.62,2198,158.0,7,2675000,9,4250.0,0.07185084129149613,0.07937106918238994,51000,347284.0,Mid,Mass Market,Ford_Endeavour
Maruti Wagon R,Maruti,Wagon R,7,47000,Dealer,Petrol,Manual,18.9,998,67.1,5,260000,49,5875.0,0.06716716716716715,0.2775330396475771,329000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Maruti Wagon R,Maruti,Wagon R,3,55000,Dealer,CNG,Manual,33.54,998,67.04,5,380000,9,13750.0,0.06710710710710711,0.49294532627865956,165000,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Maruti Wagon R,Maruti,Wagon R,5,61193,Dealer,Petrol,Manual,18.9,998,67.1,5,365000,25,10198.833333333334,0.06716716716716715,0.2775330396475771,305965,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Maruti Wagon R,Maruti,Wagon R,4,15000,Dealer,Petrol,Manual,17.3,1061,64.0,5,385000,16,3000.0,0.060263653483992465,0.2661538461538462,60000,67904.0,Small,Mass Market,Maruti_Wagon R
Maruti Celerio,Maruti,Celerio,2,30000,Dealer,Petrol,Manual,21.63,998,67.04,5,420000,4,10000.0,0.06710710710710711,0.3179012345679012,60000,66905.92000000001,Small,Mass Market,Maruti_Celerio
Honda City,Honda,City,13,50000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000,169,3571.4285714285716,0.0787716955941255,0.14285714285714285,650000,176646.0,Small,Mass Market,Honda_City
Mahindra Scorpio,Mahindra,Scorpio,6,90000,Individual,Diesel,Manual,15.4,2179,120.0,7,650000,36,12857.142857142857,0.05504587155963303,0.1272727272727273,540000,261480.0,Mid,Mass Market,Mahindra_Scorpio
Maruti Swift,Maruti,Swift,9,64000,Dealer,Diesel,Manual,22.9,1248,74.0,5,275000,81,6400.0,0.059247397918334666,0.3053333333333333,576000,92352.0,Small,Mass Market,Maruti_Swift
Honda City,Honda,City,4,55598,Dealer,Diesel,Manual,25.6,1498,97.9,5,1051000,16,11119.6,0.06531020680453636,0.25884732052578363,222392,146654.2,Small,Mass Market,Honda_City
Maruti Vitara,Maruti,Vitara,3,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5,780000,9,5000.0,0.07085668534827862,0.27150837988826815,60000,110448.0,Small,Mass Market,Maruti_Vitara
Honda City,Honda,City,6,75000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000,36,10714.285714285714,0.0657771847898599,0.26104417670682734,450000,147702.8,Small,Mass Market,Honda_City
Ford Ecosport,Ford,Ecosport,6,73521,Dealer,Diesel,Manual,21.7,1498,98.96,5,532000,36,10503.0,0.06601734489659773,0.21708683473389356,441126,148242.08,Small,Mass Market,Ford_Ecosport
Maruti Swift Dzire,Maruti,Swift Dzire,9,78000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000,81,7800.0,0.05916733386709368,0.2576769025367156,702000,92227.20000000001,Small,Mass Market,Maruti_Swift Dzire
Hyundai i10,Hyundai,i10,11,80000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000,121,6666.666666666667,0.06260349586016559,0.28689355539464156,880000,73902.3,Small,Mass Market,Hyundai_i10
Honda City,Honda,City,7,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,556000,49,11000.0,0.0657771847898599,0.26104417670682734,616000,147702.8,Small,Mass Market,Honda_City
Honda City,Honda,City,4,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5,825000,16,14000.0,0.0657771847898599,0.26104417670682734,280000,147702.8,Small,Mass Market,Honda_City
Volvo XC90,Volvo,XC90,2,25500,Dealer,Diesel,Automatic,17.2,1969,235.0,7,6975000,4,8500.0,0.11928934010152284,0.07288135593220339,51000,462715.0,Mid,Luxury,Volvo_XC90
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,11,52000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,1750000,121,4333.333333333333,0.10428693912546441,0.02768515987974857,572000,1276420.2,Large,Luxury,Mercedes-Benz_S-Class
Mahindra XUV500,Mahindra,XUV500,5,57000,Dealer,Diesel,Manual,16.0,1997,140.0,7,993000,25,9500.0,0.07007007007007007,0.11347517730496454,285000,279580.0,Mid,Mass Market,Mahindra_XUV500
Tata Harrier,Tata,Harrier,2,12000,Dealer,Diesel,Manual,17.0,1956,167.67,5,1475000,4,4000.0,0.08567705671946857,0.10078852196596906,24000,327962.51999999996,Mid,Mass Market,Tata_Harrier
Mini Cooper,Mini,Cooper,9,38000,Dealer,Petrol,Automatic,13.6,1598,181.0,4,1290000,81,3800.0,0.1131957473420888,0.07472527472527472,342000,289238.0,Mid,Luxury,Mini_Cooper
BMW X5,BMW,X5,6,47500,Dealer,Diesel,Automatic,15.97,2993,258.0,5,3700000,36,6785.714285714285,0.08617234468937876,0.061660231660231664,285000,772194.0,Large,Luxury,BMW_X5
Maruti Celerio,Maruti,Celerio,5,2200,Dealer,Petrol,Automatic,23.1,998,67.04,5,465000,25,366.6666666666667,0.06710710710710711,0.3395061728395062,11000,66905.92000000001,Small,Mass Market,Maruti_Celerio
Volkswagen Vento,Volkswagen,Vento,8,55000,Dealer,Diesel,Manual,20.34,1498,103.2,5,350000,64,6111.111111111111,0.06884589726484323,0.19520153550863723,440000,154593.6,Small,Mass Market,Volkswagen_Vento
Honda Amaze,Honda,Amaze,7,52000,Dealer,Petrol,Manual,18.0,1198,86.7,5,375000,49,6500.0,0.07231025854879067,0.20524515393386544,364000,103866.6,Small,Mass Market,Honda_Amaze
Volkswagen Vento,Volkswagen,Vento,8,65000,Dealer,Diesel,Manual,20.54,1598,103.6,5,324000,64,7222.222222222223,0.06479049405878674,0.19636711281070746,520000,165552.8,Mid,Mass Market,Volkswagen_Vento
Hyundai Creta,Hyundai,Creta,4,85000,Dealer,Diesel,Manual,22.1,1396,88.7,5,825000,16,17000.0,0.06349319971367216,0.2463768115942029,340000,123825.2,Small,Mass Market,Hyundai_Creta
Mahindra Scorpio,Mahindra,Scorpio,4,45023,Dealer,Diesel,Manual,15.4,2179,120.0,7,1249000,16,9004.6,0.05504587155963303,0.1272727272727273,180092,261480.0,Mid,Mass Market,Mahindra_Scorpio
Honda CR,Honda,CR,4,75000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1750000,16,15000.0,0.07957537154989384,0.06369426751592357,300000,441139.60000000003,Mid,Mass Market,Honda_CR
Toyota Fortuner,Toyota,Fortuner,2,45000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000,4,15000.0,0.06331640058055152,0.0735042735042735,90000,480747.5,Large,Mass Market,Toyota_Fortuner
Honda City,Honda,City,4,36591,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,800000,16,7318.2,0.07830440587449933,0.15046491969568893,146364,175598.1,Small,Mass Market,Honda_City
Ford Ecosport,Ford,Ecosport,5,72000,Dealer,Diesel,Manual,21.7,1498,98.96,5,675000,25,12000.0,0.06601734489659773,0.21708683473389356,360000,148242.08,Small,Mass Market,Ford_Ecosport
Ford Ecosport,Ford,Ecosport,7,55000,Dealer,Petrol,Manual,15.8,1499,110.0,5,510000,49,6875.0,0.07333333333333333,0.14234234234234236,385000,164890.0,Small,Mass Market,Ford_Ecosport
Renault Duster,Renault,Duster,8,70931,Dealer,Diesel,Manual,19.01,1461,108.45,5,425000,64,7881.222222222223,0.07417920656634747,0.17368661489264506,567448,158445.45,Small,Mass Market,Renault_Duster
Hyundai i20,Hyundai,i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000,25,10000.0,0.06830550918196995,0.22455632017385008,300000,97950.51,Small,Mass Market,Hyundai_i20
Maruti Wagon R,Maruti,Wagon R,5,58000,Dealer,Petrol,Manual,18.9,998,67.1,5,299000,25,9666.666666666666,0.06716716716716715,0.2775330396475771,290000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Hyundai Creta,Hyundai,Creta,5,58500,Dealer,Diesel,Manual,19.67,1582,126.2,5,760000,25,9750.0,0.07972204674668351,0.15463836477987422,292500,199648.4,Mid,Mass Market,Hyundai_Creta
Volkswagen Polo,Volkswagen,Polo,8,53000,Dealer,Diesel,Manual,22.07,1199,73.9,5,299000,64,5888.888888888889,0.06158333333333334,0.2946595460614152,424000,88606.1,Small,Mass Market,Volkswagen_Polo
Maruti Ertiga,Maruti,Ertiga,6,51342,Dealer,Petrol,Manual,16.02,1373,93.7,7,550000,36,7334.571428571428,0.06819505094614266,0.16916578669482576,308052,128650.1,Small,Mass Market,Maruti_Ertiga
Maruti Ciaz,Maruti,Ciaz,4,39000,Dealer,Diesel,Manual,26.21,1248,88.5,5,650000,16,7800.0,0.07085668534827862,0.29284916201117317,156000,110448.0,Small,Mass Market,Maruti_Ciaz
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,28.09,1248,88.5,5,735000,16,11000.0,0.07085668534827862,0.31385474860335194,220000,110448.0,Small,Mass Market,Maruti_Ciaz
Maruti Swift,Maruti,Swift,5,45000,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000,25,7500.0,0.0682804674457429,0.24637681159420288,225000,97914.59999999999,Small,Mass Market,Maruti_Swift
Hyundai Verna,Hyundai,Verna,8,68000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,475000,64,7555.555555555556,0.07979785217940619,0.175306314797361,544000,199838.24,Mid,Mass Market,Hyundai_Verna
Maruti Baleno,Maruti,Baleno,5,60001,Dealer,Petrol,Automatic,21.4,1197,83.1,5,565000,25,10000.166666666666,0.06936560934891485,0.2544589774078478,300005,99470.7,Small,Mass Market,Maruti_Baleno
Honda Amaze,Honda,Amaze,8,53000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,425000,64,5888.888888888889,0.07231025854879067,0.1767388825541619,424000,103866.6,Small,Mass Market,Honda_Amaze
Hyundai Creta,Hyundai,Creta,6,58000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,833000,36,8285.714285714286,0.07972204674668351,0.13372641509433963,348000,199648.4,Mid,Mass Market,Hyundai_Creta
Maruti Wagon R,Maruti,Wagon R,9,45000,Dealer,Petrol,Manual,14.0,1061,64.0,5,236000,81,4500.0,0.060263653483992465,0.2153846153846154,405000,67904.0,Small,Mass Market,Maruti_Wagon R
Toyota Innova,Toyota,Innova,9,67000,Dealer,Diesel,Manual,12.99,2494,100.0,7,550000,81,6700.0,0.04008016032064128,0.12861386138613862,603000,249400.0,Mid,Mass Market,Toyota_Innova
Tata Hexa,Tata,Hexa,4,110000,Individual,Diesel,Manual,17.6,2179,147.94,7,950000,16,22000.0,0.06786238532110092,0.11816838995568686,440000,322361.26,Mid,Mass Market,Tata_Hexa
Toyota Innova,Toyota,Innova,3,36000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1600000,9,9000.0,0.061737677527151216,0.09193548387096773,108000,353685.4,Mid,Mass Market,Toyota_Innova
Maruti Swift,Maruti,Swift,7,55000,Dealer,Petrol,Manual,21.21,1197,81.8,5,390000,49,6875.0,0.0682804674457429,0.2561594202898551,385000,97914.59999999999,Small,Mass Market,Maruti_Swift
Maruti Swift,Maruti,Swift,3,18000,Dealer,Petrol,Manual,22.0,1197,81.8,5,570000,9,4500.0,0.0682804674457429,0.26570048309178745,54000,97914.59999999999,Small,Mass Market,Maruti_Swift
Maruti Alto,Maruti,Alto,3,9800,Dealer,Petrol,Manual,22.74,796,47.3,5,320000,9,2450.0,0.059347553324968626,0.47080745341614905,29400,37650.799999999996,Small,Mass Market,Maruti_Alto
Honda City,Honda,City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000,4,5333.333333333333,0.07850467289719626,0.1467116357504216,32000,176047.19999999998,Small,Mass Market,Honda_City
Maruti Ciaz,Maruti,Ciaz,5,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000,25,9333.333333333334,0.07085668534827862,0.31385474860335194,280000,110448.0,Small,Mass Market,Maruti_Ciaz
Maruti Alto,Maruti,Alto,8,30000,Dealer,Petrol,Manual,23.95,998,67.05,5,249000,64,3333.3333333333335,0.06711711711711711,0.35194709772226307,240000,66915.9,Small,Mass Market,Maruti_Alto
BMW 5,BMW,5,7,42000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,1925000,49,5250.0,0.09405811623246493,0.11910564798135,294000,374541.30000000005,Mid,Luxury,BMW_5
Honda Amaze,Honda,Amaze,5,45000,Dealer,Petrol,Manual,17.8,1198,86.7,5,450000,25,7500.0,0.07231025854879067,0.20296465222348917,225000,103866.6,Small,Mass Market,Honda_Amaze
Maruti Alto,Maruti,Alto,6,90000,Individual,CNG,Manual,30.46,796,47.3,5,216000,36,12857.142857142857,0.059347553324968626,0.6306418219461698,540000,37650.799999999996,Small,Mass Market,Maruti_Alto
Volkswagen Vento,Volkswagen,Vento,8,50000,Dealer,Diesel,Manual,22.27,1498,108.6,5,399000,64,5555.555555555556,0.0724482988659106,0.20319343065693432,400000,162682.8,Small,Mass Market,Volkswagen_Vento
Mahindra Thar,Mahindra,Thar,5,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,900000,25,4166.666666666667,0.04201680672268908,0.1561320754716981,125000,262290.0,Mid,Mass Market,Mahindra_Thar
Honda WR-V,Honda,WR-V,3,32547,Dealer,Petrol,Manual,17.5,1199,88.7,5,548000,9,8136.75,0.07391666666666667,0.19509476031215162,97641,106351.3,Small,Mass Market,Honda_WR-V
Renault KWID,Renault,KWID,5,46583,Trustmark Dealer,Petrol,Manual,25.17,799,53.3,5,280000,25,7763.833333333333,0.06662499999999999,0.46353591160221,232915,42586.7,Small,Mass Market,Renault_KWID
Toyota Innova,Toyota,Innova,4,54000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1450000,16,10800.0,0.061737677527151216,0.09193548387096773,216000,353685.4,Mid,Mass Market,Toyota_Innova
Maruti Swift,Maruti,Swift,5,46000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000,25,7666.666666666667,0.059247397918334666,0.33599999999999997,230000,92352.0,Small,Mass Market,Maruti_Swift
Mahindra XUV500,Mahindra,XUV500,5,44890,Dealer,Diesel,Automatic,16.0,1997,140.0,7,975000,25,7481.666666666667,0.07007007007007007,0.11347517730496454,224450,279580.0,Mid,Mass Market,Mahindra_XUV500
Hyundai i20,Hyundai,i20,6,57700,Individual,Petrol,Manual,18.6,1197,81.83,5,504000,36,8242.857142857143,0.06830550918196995,0.22455632017385008,346200,97950.51,Small,Mass Market,Hyundai_i20
Volkswagen Polo,Volkswagen,Polo,3,16000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,875000,9,4000.0,0.08639398998330551,0.16468899521531102,48000,123889.5,Small,Mass Market,Volkswagen_Polo
Honda City,Honda,City,5,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,700000,25,7666.666666666667,0.0657771847898599,0.26104417670682734,230000,147702.8,Small,Mass Market,Honda_City
Hyundai Santro,Hyundai,Santro,9,52000,Dealer,Petrol,Manual,17.92,1086,62.1,5,200000,81,5200.0,0.05712971481140754,0.2839936608557845,468000,67440.6,Small,Mass Market,Hyundai_Santro
Mahindra Bolero,Mahindra,Bolero,7,84000,Dealer,Diesel,Manual,15.96,2523,62.1,7,500000,49,10500.0,0.02460380348652932,0.25293185419968306,588000,156678.30000000002,Large,Mass Market,Mahindra_Bolero
Hyundai Verna,Hyundai,Verna,9,38000,Dealer,Petrol,Manual,17.1,1591,121.3,5,440000,81,3800.0,0.07619346733668342,0.13982011447260836,342000,192988.3,Mid,Mass Market,Hyundai_Verna
Volkswagen Polo,Volkswagen,Polo,6,46000,Dealer,Diesel,Manual,20.14,1498,88.5,5,425000,36,6571.428571428572,0.0590393595730487,0.22502793296089385,276000,132573.0,Small,Mass Market,Volkswagen_Polo
Volkswagen Polo,Volkswagen,Polo,7,49753,Dealer,Diesel,Manual,20.14,1498,88.8,5,425000,49,6219.125,0.05923949299533022,0.2242761692650334,348271,133022.4,Small,Mass Market,Volkswagen_Polo
Honda City,Honda,City,9,69000,Dealer,Petrol,Manual,16.8,1497,116.4,5,390000,81,6900.0,0.07770360480640855,0.14310051107325383,621000,174250.80000000002,Small,Mass Market,Honda_City
Mahindra Scorpio,Mahindra,Scorpio,8,67000,Dealer,Diesel,Manual,15.4,2179,120.0,9,550000,64,7444.444444444444,0.05504587155963303,0.1272727272727273,536000,261480.0,Mid,Mass Market,Mahindra_Scorpio
Maruti Baleno,Maruti,Baleno,3,15155,Dealer,Petrol,Automatic,19.56,1197,81.8,5,730000,9,3788.75,0.0682804674457429,0.23623188405797102,45465,97914.59999999999,Small,Mass Market,Maruti_Baleno
Toyota Fortuner,Toyota,Fortuner,2,12000,Individual,Diesel,Automatic,12.9,2755,174.5,7,3200000,4,4000.0,0.06331640058055152,0.0735042735042735,24000,480747.5,Large,Mass Market,Toyota_Fortuner
Hyundai i20,Hyundai,i20,3,36984,Dealer,Petrol,Manual,18.6,1197,81.83,5,370000,9,9246.0,0.06830550918196995,0.22455632017385008,110952,97950.51,Small,Mass Market,Hyundai_i20
Volkswagen Polo,Volkswagen,Polo,8,89103,Dealer,Diesel,Manual,22.07,1199,73.9,5,234000,64,9900.333333333334,0.06158333333333334,0.2946595460614152,712824,88606.1,Small,Mass Market,Volkswagen_Polo
Hyundai i10,Hyundai,i10,8,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,225000,64,7777.777777777777,0.06585976627712856,0.2548185231539424,560000,94443.3,Small,Mass Market,Hyundai_i10
Bentley Continental,Bentley,Continental,9,37500,Dealer,Petrol,Automatic,6.0,5998,600.0,5,5200000,81,3750.0,0.10001666944490749,0.009983361064891847,337500,3598800.0,Luxury,Luxury,Bentley_Continental
Land Rover Rover,Land Rover,Rover,3,37500,Dealer,Diesel,Automatic,12.51,2179,187.7,7,4100000,9,9375.0,0.08610091743119265,0.06629570747217807,112500,408998.3,Mid,Luxury,Land Rover_Rover
Mahindra XUV500,Mahindra,XUV500,5,50000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1099000,25,8333.333333333334,0.07007007007007007,0.11347517730496454,250000,279580.0,Mid,Mass Market,Mahindra_XUV500
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,66000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1365000,49,8250.0,0.07929104477611941,0.11269005847953216,462000,364310.0,Mid,Luxury,Mercedes-Benz_C-Class
Hyundai i10,Hyundai,i10,6,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,305000,36,5714.285714285715,0.06260349586016559,0.28689355539464156,240000,73902.3,Small,Mass Market,Hyundai_i10
Hyundai Grand,Hyundai,Grand,5,62580,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000,25,10430.0,0.06244424620874219,0.3380281690140845,312900,78400.0,Small,Mass Market,Hyundai_Grand
Mahindra XUV500,Mahindra,XUV500,6,50000,Individual,Diesel,Manual,16.0,2179,140.0,7,955000,36,7142.857142857143,0.06422018348623854,0.11347517730496454,300000,305060.0,Mid,Mass Market,Mahindra_XUV500
Mahindra XUV500,Mahindra,XUV500,3,45000,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1495000,9,11250.0,0.07012385321100918,0.0981347891076883,135000,333103.73,Mid,Mass Market,Mahindra_XUV500
Maruti Eeco,Maruti,Eeco,6,52000,Dealer,CNG,Manual,20.88,1196,61.7,5,245000,36,7428.571428571428,0.051545530492898915,0.3330143540669856,312000,73793.2,Small,Mass Market,Maruti_Eeco
Skoda Superb,Skoda,Superb,12,70000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,396000,144,5384.615384615385,0.0876876042245692,0.0862992125984252,840000,283634.5,Mid,Mass Market,Skoda_Superb
Maruti Wagon R,Maruti,Wagon R,2,22000,Dealer,Petrol,Manual,21.5,1197,81.8,5,490000,4,7333.333333333333,0.0682804674457429,0.25966183574879226,44000,97914.59999999999,Small,Mass Market,Maruti_Wagon R
Honda City,Honda,City,6,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000,36,8571.42857142857,0.0657771847898599,0.26104417670682734,360000,147702.8,Small,Mass Market,Honda_City
Maruti Swift Dzire,Maruti,Swift Dzire,9,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000,81,10000.0,0.05916733386709368,0.2576769025367156,900000,92227.20000000001,Small,Mass Market,Maruti_Swift Dzire
Maruti Swift,Maruti,Swift,10,48634,Dealer,Petrol,Manual,16.6,1197,85.0,5,240000,100,4421.272727272727,0.0709515859766277,0.1930232558139535,486340,101745.0,Small,Mass Market,Maruti_Swift
Maruti Swift Dzire,Maruti,Swift Dzire,11,65000,Dealer,Petrol,Manual,17.5,1298,85.8,5,260000,121,5416.666666666667,0.06605080831408776,0.20161290322580647,715000,111368.4,Small,Mass Market,Maruti_Swift Dzire
Maruti Swift Dzire,Maruti,Swift Dzire,9,55000,Dealer,Petrol,Manual,17.5,1197,85.8,5,335000,81,5500.0,0.07161936560934891,0.20161290322580647,495000,102702.59999999999,Small,Mass Market,Maruti_Swift Dzire
Hyundai i20,Hyundai,i20,4,24278,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,535000,16,4855.6,0.06830550918196995,0.22455632017385008,97112,97950.51,Small,Mass Market,Hyundai_i20
Maruti Celerio,Maruti,Celerio,3,47064,Dealer,Petrol,Automatic,23.1,998,67.04,5,525000,9,11766.0,0.06710710710710711,0.3395061728395062,141192,66905.92000000001,Small,Mass Market,Maruti_Celerio
Maruti Swift,Maruti,Swift,8,79000,Dealer,Diesel,Manual,22.9,1248,74.0,5,325000,64,8777.777777777777,0.059247397918334666,0.3053333333333333,632000,92352.0,Small,Mass Market,Maruti_Swift
Hyundai Venue,Hyundai,Venue,2,26000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1095000,4,8666.666666666666,0.11846846846846847,0.15207373271889402,52000,118113.29999999999,Small,Mass Market,Hyundai_Venue
Maruti Swift,Maruti,Swift,6,30041,Dealer,Petrol,Manual,21.21,1197,81.8,5,390000,36,4291.571428571428,0.0682804674457429,0.2561594202898551,180246,97914.59999999999,Small,Mass Market,Maruti_Swift
Maruti Swift Dzire,Maruti,Swift Dzire,3,11000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000,9,2750.0,0.0682804674457429,0.26570048309178745,33000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
